% Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Mach number (?)
17.25,26128,1109.6,-78.519,5103.3,1.1272
17.26,26139,1108.8,-78.448,5105.8,1.1265
17.27,26150,1108,-78.378,5108.3,1.1257
17.28,26161,1107.3,-78.307,5110.8,1.125
17.29,26172,1106.5,-78.237,5113.3,1.1243
17.3,26183,1105.7,-78.167,5115.8,1.1235
17.31,26194,1104.9,-78.097,5118.3,1.1228
17.32,26205,1104.1,-78.027,5120.8,1.1221
17.33,26217,1103.3,-77.957,5123.3,1.1214
17.34,26228,1102.6,-77.887,5125.8,1.1206
17.35,26239,1101.8,-77.817,5128.3,1.1199
17.36,26250,1101,-77.748,5130.8,1.1192
17.37,26261,1100.2,-77.68,5133.3,1.1185
17.38,26272,1099.5,-77.612,5135.8,1.1177
17.39,26283,1098.7,-77.543,5138.3,1.117
17.4,26294,1097.9,-77.475,5140.8,1.1163
17.41,26305,1097.1,-77.407,5143.3,1.1156
17.42,26316,1096.4,-77.34,5145.8,1.1148
17.43,26326,1095.6,-77.272,5148.3,1.1141
17.44,26337,1094.8,-77.204,5150.8,1.1134
17.45,26348,1094,-77.136,5153.3,1.1127
17.46,26359,1093.3,-77.069,5155.8,1.112
17.47,26370,1092.5,-77.002,5158.3,1.1113
17.48,26381,1091.7,-76.934,5160.8,1.1105
17.49,26392,1091,-76.867,5163.3,1.1098
17.5,26403,1090.2,-76.8,5165.7,1.1091
17.51,26414,1089.4,-76.734,5168.2,1.1084
17.52,26425,1088.7,-76.667,5170.7,1.1077
17.53,26436,1087.9,-76.601,5173.2,1.107
17.54,26447,1087.1,-76.534,5175.7,1.1062
17.55,26457,1086.4,-76.468,5178.2,1.1055
17.56,26468,1085.6,-76.402,5180.6,1.1048
17.57,26479,1084.8,-76.336,5183.1,1.1041
17.58,26490,1084.1,-76.27,5185.6,1.1034
17.59,26501,1083.3,-76.205,5188.1,1.1027
17.6,26512,1082.5,-76.139,5190.5,1.102
17.61,26522,1081.8,-76.074,5193,1.1013
17.62,26533,1081,-76.009,5195.5,1.1006
17.63,26544,1080.3,-75.942,5198,1.0998
17.64,26555,1079.5,-75.87,5200.4,1.0991
17.65,26566,1078.7,-75.799,5202.9,1.0984
17.66,26576,1078,-75.727,5205.4,1.0977
17.67,26587,1077.2,-75.656,5207.8,1.097
17.68,26598,1076.5,-75.584,5210.3,1.0963
17.69,26609,1075.7,-75.513,5212.8,1.0956
17.7,26619,1075,-75.442,5215.2,1.0949
17.71,26630,1074.2,-75.371,5217.7,1.0942
17.72,26641,1073.5,-75.301,5220.1,1.0935
17.73,26652,1072.7,-75.23,5222.6,1.0928
17.74,26662,1072,-75.159,5225.1,1.0921
17.75,26673,1071.2,-75.089,5227.5,1.0914
17.76,26684,1070.5,-75.018,5230,1.0907
17.77,26695,1069.7,-74.948,5232.4,1.09
17.78,26705,1069,-74.878,5234.9,1.0893
17.79,26716,1068.2,-74.808,5237.3,1.0886
17.8,26727,1067.5,-74.738,5239.8,1.0879
17.81,26737,1066.7,-74.669,5242.2,1.0872
17.82,26748,1066,-74.599,5244.7,1.0865
17.83,26759,1065.2,-74.53,5247.1,1.0858
17.84,26769,1064.5,-74.46,5249.6,1.0851
17.85,26780,1063.7,-74.391,5252,1.0844
17.86,26791,1063,-74.322,5254.5,1.0837
17.87,26801,1062.2,-74.254,5256.9,1.083
17.88,26812,1061.5,-74.185,5259.4,1.0823
17.89,26822,1060.8,-74.117,5261.8,1.0816
17.9,26833,1060,-74.048,5264.3,1.081
17.91,26844,1059.3,-73.98,5266.7,1.0803
17.92,26854,1058.5,-73.912,5269.1,1.0796
17.93,26865,1057.8,-73.845,5271.6,1.0789
17.94,26875,1057.1,-73.777,5274,1.0782
17.95,26886,1056.3,-73.71,5276.5,1.0775
17.96,26896,1055.6,-73.643,5278.9,1.0768
17.97,26907,1054.9,-73.576,5281.3,1.0761
17.98,26918,1054.1,-73.509,5283.8,1.0754
17.99,26928,1053.4,-73.442,5286.2,1.0748
18,26939,1052.6,-73.375,5288.6,1.0741
18.01,26949,1051.9,-73.309,5291.1,1.0734
18.02,26960,1051.2,-73.243,5293.5,1.0727
18.03,26970,1050.5,-73.176,5295.9,1.072
18.04,26981,1049.7,-73.11,5298.3,1.0713
18.05,26991,1049,-73.044,5300.8,1.0707
18.06,27002,1048.3,-72.978,5303.2,1.07
18.07,27012,1047.5,-72.913,5305.6,1.0693
18.08,27023,1046.8,-72.847,5308,1.0686
18.09,27033,1046.1,-72.782,5310.5,1.0679
18.1,27044,1045.3,-72.716,5312.9,1.0672
18.11,27054,1044.6,-72.651,5315.3,1.0666
18.12,27064,1043.9,-72.585,5317.7,1.0659
18.13,27075,1043.2,-72.52,5320.1,1.0652
18.14,27085,1042.4,-72.455,5322.6,1.0645
18.15,27096,1041.7,-72.39,5325,1.0639
18.16,27106,1041,-72.325,5327.4,1.0632
18.17,27117,1040.3,-72.261,5329.8,1.0625
18.18,27127,1039.5,-72.196,5332.2,1.0618
18.19,27137,1038.8,-72.132,5334.6,1.0612
18.2,27148,1038.1,-72.067,5337,1.0605
18.21,27158,1037.4,-72.003,5339.4,1.0598
18.22,27168,1036.7,-71.939,5341.8,1.0591
18.23,27179,1035.9,-71.875,5344.3,1.0585
18.24,27189,1035.2,-71.811,5346.7,1.0578
18.25,27200,1034.5,-71.747,5349.1,1.0571
18.26,27210,1033.8,-71.684,5351.5,1.0564
18.27,27220,1033.1,-71.62,5353.9,1.0558
18.28,27231,1032.4,-71.557,5356.3,1.0551
18.29,27241,1031.6,-71.494,5358.7,1.0544
18.3,27251,1030.9,-71.431,5361.1,1.0538
18.31,27261,1030.2,-71.369,5363.5,1.0531
18.32,27272,1029.5,-71.306,5365.9,1.0524
18.33,27282,1028.8,-71.244,5368.3,1.0518
18.34,27292,1028.1,-71.182,5370.7,1.0511
18.35,27303,1027.4,-71.12,5373.1,1.0504
18.36,27313,1026.7,-71.056,5375.5,1.0498
18.37,27323,1025.9,-70.988,5377.9,1.0491
18.38,27333,1025.2,-70.921,5380.2,1.0484
18.39,27344,1024.5,-70.854,5382.6,1.0478
18.4,27354,1023.8,-70.787,5385,1.0471
18.41,27364,1023.1,-70.72,5387.4,1.0465
18.42,27374,1022.4,-70.653,5389.8,1.0458
18.43,27385,1021.7,-70.586,5392.2,1.0451
18.44,27395,1021,-70.52,5394.6,1.0445
18.45,27405,1020.3,-70.453,5397,1.0438
18.46,27415,1019.6,-70.387,5399.3,1.0432
18.47,27425,1018.9,-70.321,5401.7,1.0425
18.48,27436,1018.2,-70.255,5404.1,1.0418
18.49,27446,1017.5,-70.189,5406.5,1.0412
18.5,27456,1016.8,-70.123,5408.9,1.0405
18.51,27466,1016.1,-70.057,5411.2,1.0399
18.52,27476,1015.4,-69.991,5413.6,1.0392
18.53,27486,1014.7,-69.926,5416,1.0386
18.54,27497,1014,-69.86,5418.4,1.0379
18.55,27507,1013.3,-69.795,5420.8,1.0372
18.56,27517,1012.6,-69.73,5423.1,1.0366
18.57,27527,1011.9,-69.665,5425.5,1.0359
18.58,27537,1011.2,-69.6,5427.9,1.0353
18.59,27547,1010.5,-69.535,5430.2,1.0346
18.6,27557,1009.8,-69.47,5432.6,1.034
18.61,27567,1009.1,-69.406,5435,1.0333
18.62,27577,1008.4,-69.341,5437.4,1.0327
18.63,27588,1007.7,-69.277,5439.7,1.032
18.64,27598,1007,-69.213,5442.1,1.0314
18.65,27608,1006.3,-69.149,5444.5,1.0307
18.66,27618,1005.6,-69.086,5446.8,1.0301
18.67,27628,1004.9,-69.022,5449.2,1.0294
18.68,27638,1004.3,-68.959,5451.5,1.0288
18.69,27648,1003.6,-68.896,5453.9,1.0282
18.7,27658,1002.9,-68.833,5456.3,1.0275
18.71,27668,1002.2,-68.77,5458.6,1.0269
18.72,27678,1001.5,-68.708,5461,1.0262
18.73,27688,1000.8,-68.645,5463.3,1.0256
18.74,27698,1000.1,-68.583,5465.7,1.0249
18.75,27708,999.45,-68.521,5468.1,1.0243
18.76,27718,998.76,-68.459,5470.4,1.0236
18.77,27728,998.08,-68.397,5472.8,1.023
18.78,27738,997.39,-68.336,5475.1,1.0224
18.79,27748,996.71,-68.274,5477.5,1.0217
18.8,27758,996.03,-68.213,5479.8,1.0211
18.81,27768,995.35,-68.151,5482.2,1.0204
18.82,27778,994.66,-68.09,5484.5,1.0198
18.83,27788,993.98,-68.029,5486.9,1.0192
18.84,27798,993.3,-67.968,5489.2,1.0185
18.85,27808,992.62,-67.907,5491.6,1.0179
18.86,27817,991.95,-67.847,5493.9,1.0173
18.87,27827,991.27,-67.786,5496.3,1.0166
18.88,27837,990.59,-67.725,5498.6,1.016
18.89,27847,989.91,-67.665,5500.9,1.0154
18.9,27857,989.24,-67.604,5503.3,1.0147
18.91,27867,988.56,-67.544,5505.6,1.0141
18.92,27877,987.89,-67.484,5508,1.0135
18.93,27887,987.21,-67.424,5510.3,1.0128
18.94,27897,986.54,-67.365,5512.6,1.0122
18.95,27906,985.86,-67.306,5515,1.0116
18.96,27916,985.19,-67.247,5517.3,1.0109
18.97,27926,984.52,-67.188,5519.7,1.0103
18.98,27936,983.85,-67.13,5522,1.0097
18.99,27946,983.18,-67.071,5524.3,1.009
19,27956,982.51,-67.013,5526.7,1.0084
19.01,27965,981.84,-66.955,5529,1.0078
19.02,27975,981.17,-66.897,5531.3,1.0072
19.03,27985,980.5,-66.839,5533.6,1.0065
19.04,27995,979.83,-66.781,5536,1.0059
19.05,28005,979.16,-66.723,5538.3,1.0053
19.06,28014,978.5,-66.666,5540.6,1.0046
19.07,28024,977.83,-66.609,5543,1.004
19.08,28034,977.16,-66.552,5545.3,1.0034
19.09,28044,976.5,-66.495,5547.6,1.0028
19.1,28054,975.83,-66.438,5549.9,1.0022
19.11,28063,975.17,-66.381,5552.2,1.0015
19.12,28073,974.51,-66.324,5554.6,1.0009
19.13,28083,973.84,-66.268,5556.9,1.0003
19.14,28093,973.18,-66.205,5559.2,0.99966
19.15,28102,972.52,-66.138,5561.5,0.99904
19.16,28112,971.86,-66.07,5563.8,0.99842
19.17,28122,971.2,-66.003,5566.2,0.9978
19.18,28131,970.54,-65.936,5568.5,0.99718
19.19,28141,969.88,-65.869,5570.8,0.99656
19.2,28151,969.22,-65.802,5573.1,0.99594
19.21,28161,968.56,-65.736,5575.4,0.99533
19.22,28170,967.91,-65.669,5577.7,0.99471
19.23,28180,967.25,-65.603,5580,0.99409
19.24,28190,966.59,-65.537,5582.4,0.99348
19.25,28199,965.94,-65.471,5584.7,0.99286
19.26,28209,965.28,-65.405,5587,0.99225
19.27,28219,964.63,-65.34,5589.3,0.99164
19.28,28228,963.98,-65.274,5591.6,0.99102
19.29,28238,963.32,-65.209,5593.9,0.99041
19.3,28247,962.67,-65.144,5596.2,0.9898
19.31,28257,962.02,-65.079,5598.5,0.98919
19.32,28267,961.37,-65.014,5600.8,0.98858
19.33,28276,960.72,-64.949,5603.1,0.98797
19.34,28286,960.07,-64.884,5605.4,0.98736
19.35,28295,959.42,-64.82,5607.7,0.98675
19.36,28305,958.78,-64.755,5610,0.98614
19.37,28315,958.13,-64.691,5612.3,0.98553
19.38,28324,957.48,-64.627,5614.6,0.98493
19.39,28334,956.84,-64.563,5616.9,0.98432
19.4,28343,956.19,-64.499,5619.2,0.98371
19.41,28353,955.55,-64.436,5621.5,0.98311
19.42,28362,954.9,-64.372,5623.8,0.9825
19.43,28372,954.26,-64.309,5626.1,0.9819
19.44,28382,953.62,-64.246,5628.4,0.9813
19.45,28391,952.97,-64.183,5630.7,0.98069
19.46,28401,952.33,-64.12,5633,0.98009
19.47,28410,951.69,-64.058,5635.3,0.97949
19.48,28420,951.05,-63.995,5637.6,0.97889
19.49,28429,950.41,-63.933,5639.8,0.97829
19.5,28439,949.77,-63.871,5642.1,0.97769
19.51,28448,949.13,-63.809,5644.4,0.97709
19.52,28458,948.5,-63.747,5646.7,0.97649
19.53,28467,947.86,-63.686,5649,0.97589
19.54,28477,947.22,-63.624,5651.3,0.97529
19.55,28486,946.59,-63.563,5653.6,0.97469
19.56,28496,945.95,-63.502,5655.8,0.9741
19.57,28505,945.32,-63.441,5658.1,0.9735
19.58,28514,944.68,-63.38,5660.4,0.9729
19.59,28524,944.05,-63.32,5662.7,0.97231
19.6,28533,943.42,-63.259,5665,0.97171
19.61,28543,942.78,-63.199,5667.2,0.97112
19.62,28552,942.15,-63.139,5669.5,0.97053
19.63,28562,941.52,-63.079,5671.8,0.96993
19.64,28571,940.89,-63.019,5674.1,0.96934
19.65,28580,940.26,-62.959,5676.4,0.96875
19.66,28590,939.63,-62.9,5678.6,0.96816
19.67,28599,939,-62.84,5680.9,0.96757
19.68,28609,938.37,-62.781,5683.2,0.96698
19.69,28618,937.75,-62.722,5685.4,0.96639
19.7,28627,937.12,-62.663,5687.7,0.9658
19.71,28637,936.49,-62.604,5690,0.96521
19.72,28646,935.87,-62.545,5692.3,0.96462
19.73,28655,935.24,-62.486,5694.5,0.96404
19.74,28665,934.62,-62.427,5696.8,0.96345
19.75,28674,933.99,-62.369,5699.1,0.96286
19.76,28683,933.37,-62.31,5701.3,0.96228
19.77,28693,932.75,-62.252,5703.6,0.96169
19.78,28702,932.13,-62.194,5705.9,0.96111
19.79,28711,931.5,-62.136,5708.1,0.96052
19.8,28721,930.88,-62.078,5710.4,0.95994
19.81,28730,930.26,-62.02,5712.6,0.95936
19.82,28739,929.64,-61.962,5714.9,0.95877
19.83,28749,929.02,-61.905,5717.2,0.95819
19.84,28758,928.4,-61.847,5719.4,0.95761
19.85,28767,927.79,-61.79,5721.7,0.95703
19.86,28776,927.17,-61.733,5723.9,0.95645
19.87,28786,926.55,-61.676,5726.2,0.95587
19.88,28795,925.94,-61.619,5728.5,0.95529
19.89,28804,925.32,-61.563,5730.7,0.95471
19.9,28814,924.7,-61.506,5733,0.95413
19.91,28823,924.09,-61.45,5735.2,0.95355
19.92,28832,923.48,-61.394,5737.5,0.95298
19.93,28841,922.86,-61.338,5739.7,0.9524
19.94,28850,922.25,-61.282,5742,0.95182
19.95,28860,921.64,-61.226,5744.2,0.95125
19.96,28869,921.02,-61.17,5746.5,0.95067
19.97,28878,920.41,-61.115,5748.7,0.9501
19.98,28887,919.8,-61.062,5751,0.94952
19.99,28897,919.19,-61.01,5753.2,0.94895
20,28906,918.58,-60.958,5755.5,0.94837
20.01,28915,917.97,-60.906,5757.7,0.9478
20.02,28924,917.36,-60.854,5760,0.94723
20.03,28933,916.76,-60.802,5762.2,0.94666
20.04,28942,916.15,-60.75,5764.5,0.94609
20.05,28952,915.54,-60.699,5766.7,0.94551
20.06,28961,914.93,-60.647,5768.9,0.94494
20.07,28970,914.33,-60.596,5771.2,0.94437
20.08,28979,913.72,-60.544,5773.4,0.9438
20.09,28988,913.12,-60.493,5775.7,0.94323
20.1,28997,912.51,-60.442,5777.9,0.94267
20.11,29006,911.91,-60.391,5780.1,0.9421
20.12,29015,911.3,-60.34,5782.4,0.94153
20.13,29025,910.7,-60.29,5784.6,0.94096
20.14,29034,910.1,-60.239,5786.9,0.9404
20.15,29043,909.5,-60.188,5789.1,0.93983
20.16,29052,908.89,-60.138,5791.3,0.93926
20.17,29061,908.29,-60.087,5793.6,0.9387
20.18,29070,907.69,-60.037,5795.8,0.93813
20.19,29079,907.09,-59.987,5798,0.93757
20.2,29088,906.49,-59.936,5800.3,0.937
20.21,29097,905.89,-59.886,5802.5,0.93644
20.22,29106,905.3,-59.836,5804.7,0.93588
20.23,29115,904.7,-59.786,5807,0.93531
20.24,29124,904.1,-59.737,5809.2,0.93475
20.25,29133,903.5,-59.687,5811.4,0.93419
20.26,29142,902.91,-59.637,5813.6,0.93363
20.27,29152,902.31,-59.588,5815.9,0.93307
20.28,29161,901.71,-59.538,5818.1,0.93251
20.29,29170,901.12,-59.489,5820.3,0.93195
20.3,29179,900.52,-59.44,5822.5,0.93139
20.31,29188,899.93,-59.391,5824.8,0.93083
20.32,29197,899.34,-59.342,5827,0.93027
20.33,29206,898.74,-59.293,5829.2,0.92971
20.34,29215,898.15,-59.244,5831.4,0.92915
20.35,29224,897.56,-59.196,5833.6,0.9286
20.36,29232,896.97,-59.147,5835.9,0.92804
20.37,29241,896.38,-59.099,5838.1,0.92748
20.38,29250,895.78,-59.051,5840.3,0.92693
20.39,29259,895.19,-59.003,5842.5,0.92637
20.4,29268,894.6,-58.955,5844.7,0.92582
20.41,29277,894.02,-58.907,5846.9,0.92526
20.42,29286,893.43,-58.859,5849.2,0.92471
20.43,29295,892.84,-58.812,5851.4,0.92415
20.44,29304,892.25,-58.764,5853.6,0.9236
20.45,29313,891.66,-58.717,5855.8,0.92305
20.46,29322,891.08,-58.669,5858,0.9225
20.47,29331,890.49,-58.622,5860.2,0.92194
20.48,29340,889.9,-58.575,5862.4,0.92139
20.49,29349,889.32,-58.528,5864.6,0.92084
20.5,29357,888.73,-58.481,5866.9,0.92029
20.51,29366,888.15,-58.435,5869.1,0.91974
20.52,29375,887.56,-58.388,5871.3,0.91919
20.53,29384,886.98,-58.341,5873.5,0.91864
20.54,29393,886.4,-58.295,5875.7,0.91809
20.55,29402,885.81,-58.248,5877.9,0.91754
20.56,29411,885.23,-58.202,5880.1,0.91699
20.57,29420,884.65,-58.156,5882.3,0.91645
20.58,29428,884.07,-58.11,5884.5,0.9159
20.59,29437,883.49,-58.064,5886.7,0.91535
20.6,29446,882.91,-58.018,5888.9,0.9148
20.61,29455,882.33,-57.972,5891.1,0.91426
20.62,29464,881.75,-57.926,5893.3,0.91371
20.63,29473,881.17,-57.88,5895.5,0.91317
20.64,29481,880.59,-57.835,5897.7,0.91262
20.65,29490,880.01,-57.789,5899.9,0.91208
20.66,29499,879.44,-57.744,5902.1,0.91153
20.67,29508,878.86,-57.698,5904.3,0.91099
20.68,29517,878.28,-57.653,5906.5,0.91045
20.69,29525,877.7,-57.608,5908.7,0.9099
20.7,29534,877.13,-57.563,5910.9,0.90936
20.71,29543,876.55,-57.519,5913.1,0.90882
20.72,29552,875.98,-57.474,5915.3,0.90828
20.73,29560,875.4,-57.43,5917.5,0.90774
20.74,29569,874.83,-57.386,5919.7,0.9072
20.75,29578,874.26,-57.342,5921.8,0.90665
20.76,29587,873.68,-57.298,5924,0.90611
20.77,29595,873.11,-57.254,5926.2,0.90557
20.78,29604,872.54,-57.21,5928.4,0.90504
20.79,29613,871.97,-57.166,5930.6,0.9045
20.8,29621,871.39,-57.123,5932.8,0.90396
20.81,29630,870.82,-57.079,5935,0.90342
20.82,29639,870.25,-57.036,5937.2,0.90288
20.83,29648,869.68,-56.992,5939.4,0.90235
20.84,29656,869.11,-56.949,5941.5,0.90181
20.85,29665,868.54,-56.906,5943.7,0.90127
20.86,29674,867.98,-56.863,5945.9,0.90074
20.87,29682,867.41,-56.82,5948.1,0.9002
20.88,29691,866.84,-56.767,5950.3,0.89966
20.89,29700,866.27,-56.714,5952.5,0.89913
20.9,29708,865.7,-56.661,5954.6,0.8986
20.91,29717,865.14,-56.608,5956.8,0.89806
20.92,29726,864.57,-56.555,5959,0.89753
20.93,29734,864.01,-56.502,5961.2,0.897
20.94,29743,863.44,-56.45,5963.3,0.89646
20.95,29752,862.88,-56.398,5965.5,0.89593
20.96,29760,862.31,-56.346,5967.7,0.8954
20.97,29769,861.75,-56.294,5969.9,0.89487
20.98,29777,861.19,-56.243,5972.1,0.89434
20.99,29786,860.63,-56.191,5974.2,0.89381
21,29795,860.06,-56.14,5976.4,0.89328
21.01,29803,859.5,-56.089,5978.6,0.89275
21.02,29812,858.94,-56.039,5980.7,0.89222
21.03,29820,858.38,-55.988,5982.9,0.89169
21.04,29829,857.82,-55.938,5985.1,0.89117
21.05,29838,857.26,-55.887,5987.3,0.89064
21.06,29846,856.71,-55.837,5989.4,0.89011
21.07,29855,856.15,-55.787,5991.6,0.88959
21.08,29863,855.59,-55.738,5993.8,0.88906
21.09,29872,855.03,-55.688,5995.9,0.88854
21.1,29880,854.48,-55.639,5998.1,0.88801
21.11,29889,853.92,-55.589,6000.3,0.88749
21.12,29897,853.36,-55.54,6002.4,0.88696
21.13,29906,852.81,-55.491,6004.6,0.88644
21.14,29914,852.25,-55.443,6006.8,0.88592
21.15,29923,851.7,-55.394,6008.9,0.88539
21.16,29932,851.15,-55.345,6011.1,0.88487
21.17,29940,850.59,-55.297,6013.2,0.88435
21.18,29949,850.04,-55.249,6015.4,0.88383
21.19,29957,849.49,-55.201,6017.6,0.88331
21.2,29966,848.94,-55.153,6019.7,0.88279
21.21,29974,848.39,-55.106,6021.9,0.88227
21.22,29982,847.83,-55.058,6024.1,0.88175
21.23,29991,847.28,-55.011,6026.2,0.88123
21.24,29999,846.73,-54.964,6028.4,0.88071
21.25,30008,846.18,-54.916,6030.5,0.8802
21.26,30016,845.64,-54.87,6032.7,0.87968
21.27,30025,845.09,-54.823,6034.8,0.87916
21.28,30033,844.54,-54.776,6037,0.87864
21.29,30042,843.99,-54.73,6039.1,0.87813
21.3,30050,843.44,-54.684,6041.3,0.87761
21.31,30059,842.9,-54.638,6043.5,0.8771
21.32,30067,842.35,-54.592,6045.6,0.87658
21.33,30075,841.81,-54.546,6047.8,0.87607
21.34,30084,841.26,-54.5,6049.9,0.87555
21.35,30092,840.72,-54.455,6052.1,0.87504
21.36,30101,840.17,-54.41,6054.2,0.87453
21.37,30109,839.63,-54.365,6056.4,0.87401
21.38,30117,839.08,-54.32,6058.5,0.8735
21.39,30126,838.54,-54.275,6060.7,0.87299
21.4,30134,838,-54.23,6062.8,0.87248
21.41,30143,837.46,-54.186,6064.9,0.87197
21.42,30151,836.92,-54.141,6067.1,0.87145
21.43,30159,836.37,-54.097,6069.2,0.87094
21.44,30168,835.83,-54.053,6071.4,0.87043
21.45,30176,835.29,-54.009,6073.5,0.86992
21.46,30184,834.75,-53.965,6075.7,0.86942
21.47,30193,834.21,-53.922,6077.8,0.86891
21.48,30201,833.67,-53.878,6080,0.8684
21.49,30209,833.14,-53.835,6082.1,0.86789
21.5,30218,832.6,-53.791,6084.2,0.86738
21.51,30226,832.06,-53.748,6086.4,0.86688
21.52,30234,831.52,-53.705,6088.5,0.86637
21.53,30243,830.99,-53.662,6090.7,0.86586
21.54,30251,830.45,-53.62,6092.8,0.86536
21.55,30259,829.91,-53.577,6094.9,0.86485
21.56,30268,829.38,-53.534,6097.1,0.86435
21.57,30276,828.84,-53.492,6099.2,0.86384
21.58,30284,828.31,-53.45,6101.3,0.86334
21.59,30292,827.77,-53.408,6103.5,0.86283
21.6,30301,827.24,-53.366,6105.6,0.86233
21.61,30309,826.71,-53.324,6107.7,0.86183
21.62,30317,826.17,-53.282,6109.9,0.86132
21.63,30326,825.64,-53.24,6112,0.86082
21.64,30334,825.11,-53.198,6114.1,0.86032
21.65,30342,824.58,-53.157,6116.3,0.85982
21.66,30350,824.05,-53.116,6118.4,0.85932
21.67,30359,823.52,-53.074,6120.5,0.85882
21.68,30367,822.98,-53.033,6122.7,0.85832
21.69,30375,822.45,-52.992,6124.8,0.85782
21.7,30383,821.92,-52.951,6126.9,0.85732
21.71,30391,821.4,-52.91,6129.1,0.85682
21.72,30400,820.87,-52.869,6131.2,0.85632
21.73,30408,820.34,-52.829,6133.3,0.85582
21.74,30416,819.81,-52.788,6135.4,0.85532
21.75,30424,819.28,-52.748,6137.6,0.85482
21.76,30432,818.75,-52.707,6139.7,0.85433
21.77,30441,818.23,-52.667,6141.8,0.85383
21.78,30449,817.7,-52.627,6143.9,0.85333
21.79,30457,817.18,-52.587,6146.1,0.85284
21.8,30465,816.65,-52.547,6148.2,0.85234
21.81,30473,816.12,-52.507,6150.3,0.85184
21.82,30481,815.6,-52.468,6152.4,0.85135
21.83,30490,815.08,-52.428,6154.5,0.85085
21.84,30498,814.55,-52.389,6156.7,0.85036
21.85,30506,814.03,-52.349,6158.8,0.84986
21.86,30514,813.5,-52.31,6160.9,0.84937
21.87,30522,812.98,-52.271,6163,0.84888
21.88,30530,812.46,-52.232,6165.1,0.84838
21.89,30538,811.94,-52.193,6167.3,0.84789
21.9,30547,811.41,-52.155,6169.4,0.8474
21.91,30555,810.89,-52.116,6171.5,0.84691
21.92,30563,810.37,-52.078,6173.6,0.84642
21.93,30571,809.85,-52.039,6175.7,0.84592
21.94,30579,809.33,-52.001,6177.8,0.84543
21.95,30587,808.81,-51.963,6179.9,0.84494
21.96,30595,808.29,-51.925,6182.1,0.84445
21.97,30603,807.77,-51.887,6184.2,0.84396
21.98,30611,807.25,-51.849,6186.3,0.84347
21.99,30619,806.74,-51.812,6188.4,0.84298
22,30627,806.22,-51.774,6190.5,0.8425
22.01,30635,805.7,-51.737,6192.6,0.84201
22.02,30644,805.18,-51.699,6194.7,0.84152
22.03,30652,804.67,-51.662,6196.8,0.84103
22.04,30660,804.15,-51.625,6198.9,0.84054
22.05,30668,803.63,-51.588,6201.1,0.84006
22.06,30676,803.12,-51.551,6203.2,0.83957
22.07,30684,802.6,-51.514,6205.3,0.83908
22.08,30692,802.09,-51.477,6207.4,0.8386
22.09,30700,801.57,-51.441,6209.5,0.83811
22.1,30708,801.06,-51.404,6211.6,0.83763
22.11,30716,800.55,-51.368,6213.7,0.83714
22.12,30724,800.03,-51.331,6215.8,0.83666
22.13,30732,799.52,-51.295,6217.9,0.83617
22.14,30740,799.01,-51.258,6220,0.83569
22.15,30748,798.49,-51.222,6222.1,0.8352
22.16,30756,797.98,-51.186,6224.2,0.83472
22.17,30764,797.47,-51.15,6226.3,0.83424
22.18,30772,796.96,-51.114,6228.4,0.83376
22.19,30780,796.45,-51.078,6230.5,0.83327
22.2,30788,795.94,-51.042,6232.6,0.83279
22.21,30796,795.43,-51.007,6234.7,0.83231
22.22,30804,794.92,-50.971,6236.8,0.83183
22.23,30811,794.41,-50.935,6238.9,0.83135
22.24,30819,793.9,-50.9,6241,0.83087
22.25,30827,793.39,-50.864,6243.1,0.83039
22.26,30835,792.88,-50.829,6245.2,0.82991
22.27,30843,792.37,-50.794,6247.3,0.82943
22.28,30851,791.87,-50.759,6249.4,0.82895
22.29,30859,791.36,-50.723,6251.5,0.82847
22.3,30867,790.85,-50.688,6253.6,0.82799
22.31,30875,790.34,-50.654,6255.7,0.82751
22.32,30883,789.84,-50.619,6257.8,0.82703
22.33,30891,789.33,-50.584,6259.8,0.82655
22.34,30899,788.83,-50.549,6261.9,0.82608
22.35,30906,788.32,-50.515,6264,0.8256
22.36,30914,787.82,-50.48,6266.1,0.82512
22.37,30922,787.31,-50.446,6268.2,0.82465
22.38,30930,786.81,-50.411,6270.3,0.82417
22.39,30938,786.3,-50.377,6272.4,0.82369
22.4,30946,785.8,-50.343,6274.5,0.82322
22.41,30954,785.3,-50.309,6276.6,0.82274
22.42,30961,784.79,-50.275,6278.6,0.82227
22.43,30969,784.29,-50.241,6280.7,0.82179
22.44,30977,783.79,-50.208,6282.8,0.82132
22.45,30985,783.29,-50.174,6284.9,0.82085
22.46,30993,782.78,-50.14,6287,0.82037
22.47,31001,782.28,-50.107,6289.1,0.8199
22.48,31008,781.78,-50.074,6291.2,0.81943
22.49,31016,781.28,-50.04,6293.2,0.81895
22.5,31024,780.78,-50.007,6295.3,0.81848
22.51,31032,780.28,-49.974,6297.4,0.81801
22.52,31040,779.78,-49.941,6299.5,0.81754
22.53,31048,779.28,-49.908,6301.6,0.81706
22.54,31055,778.78,-49.875,6303.7,0.81659
22.55,31063,778.29,-49.842,6305.7,0.81612
22.56,31071,777.79,-49.81,6307.8,0.81565
22.57,31079,777.29,-49.777,6309.9,0.81518
22.58,31086,776.79,-49.745,6312,0.81471
22.59,31094,776.29,-49.712,6314,0.81424
22.6,31102,775.8,-49.68,6316.1,0.81377
